iter	Passed	Remaining
1666	54094	10805
1667	54130	10774
1668	54168	10742
1669	54202	10710
1670	54237	10678
1671	54271	10646
1672	54304	10614
1673	54339	10582
1674	54374	10550
1675	54406	10517
1676	54445	10486
1677	54479	10454
1678	54525	10424
1679	54570	10394
1680	54602	10361
1681	54635	10329
1682	54672	10297
1683	54708	10266
1684	54746	10234
1685	54779	10202
1686	54812	10169
1687	54848	10137
1688	54882	10105
1689	54925	10075
1690	54960	10042
1691	54991	10010
1692	55028	9978
1693	55062	9946
1694	55095	9913
1695	55131	9882
1696	55167	9850
1697	55219	9821
1698	55253	9788
1699	55285	9756
1700	55335	9726
1701	55373	9695
1702	55408	9663
1703	55442	9630
1704	55474	9598
1705	55510	9566
1706	55546	9534
1707	55581	9502
1708	55615	9469
1709	55649	9437
1710	55686	9405
1711	55723	9373
1712	55756	9341
1713	55790	9309
1714	55823	9276
1715	55857	9244
1716	55891	9212
1717	55925	9179
1718	55958	9147
1719	55999	9116
1720	56035	9084
1721	56071	9052
1722	56105	9019
1723	56139	8987
1724	56173	8955
1725	56206	8922
1726	56242	8890
1727	56276	8858
1728	56309	8825
1729	56345	8793
1730	56379	8761
1731	56416	8729
1732	56450	8697
1733	56486	8665
1734	56524	8633
1735	56562	8601
1736	56596	8569
1737	56629	8536
1738	56663	8504
1739	56699	8472
1740	56736	8440
1741	56772	8408
1742	56805	8375
1743	56838	8343
1744	56872	8310
1745	56910	8279
1746	56944	8246
1747	56981	8214
1748	57015	8182
1749	57048	8149
1750	57089	8118
1751	57122	8085
1752	57156	8053
1753	57189	8020
1754	57224	7988
1755	57262	7956
1756	57297	7924
1757	57329	7891
1758	57363	7859
1759	57400	7827
1760	57437	7795
1761	57471	7762
1762	57508	7730
1763	57541	7698
1764	57578	7666
1765	57615	7634
1766	57647	7601
1767	57680	7568
1768	57713	7536
1769	57748	7503
1770	57783	7471
1771	57816	7439
1772	57851	7406
1773	57898	7375
1774	57934	7343
1775	57971	7311
1776	58005	7279
1777	58040	7246
1778	58074	7214
1779	58108	7181
1780	58144	7149
1781	58178	7117
1782	58210	7084
1783	58245	7052
1784	58281	7019
1785	58316	6987
1786	58349	6954
1787	58382	6922
1788	58418	6890
1789	58456	6858
1790	58493	6825
1791	58528	6793
1792	58562	6761
1793	58597	6728
1794	58634	6696
1795	58670	6664
1796	58704	6631
1797	58737	6598
1798	58773	6566
1799	58808	6534
1800	58842	6501
1801	58874	6469
1802	58910	6436
1803	58945	6404
1804	58980	6371
1805	59013	6339
1806	59046	6306
1807	59080	6274
1808	59116	6241
1809	59152	6209
1810	59186	6176
1811	59220	6144
1812	59253	6111
1813	59290	6079
1814	59323	6046
1815	59358	6014
1816	59392	5981
1817	59426	5949
1818	59476	5918
1819	59511	5885
1820	59545	5853
1821	59578	5820
1822	59613	5787
1823	59649	5755
1824	59686	5723
1825	59726	5691
1826	59759	5658
1827	59795	5626
1828	59830	5593
1829	59864	5561
1830	59899	5528
1831	59932	5495
1832	59965	5463
1833	60000	5430
1834	60035	5398
1835	60069	5365
1836	60103	5333
1837	60139	5300
1838	60175	5268
1839	60207	5235
1840	60242	5202
1841	60275	5170
1842	60311	5137
1843	60349	5105
1844	60382	5072
1845	60415	5040
1846	60449	5007
1847	60499	4976
1848	60548	4944
1849	60581	4912
1850	60614	4879
1851	60650	4846
1852	60692	4814
1853	60726	4782
1854	60760	4749
1855	60793	4716
1856	60831	4684
1857	60867	4651
1858	60900	4619
1859	60933	4586
1860	60969	4553
1861	61004	4521
1862	61038	4488
1863	61075	4456
1864	61110	4423
1865	61142	4390
1866	61178	4358
1867	61220	4326
1868	61254	4293
1869	61287	4260
1870	61319	4227
1871	61354	4195
1872	61404	4163
1873	61437	4130
1874	61473	4098
1875	61510	4065
1876	61550	4033
1877	61586	4000
1878	61622	3968
1879	61657	3935
1880	61696	3903
1881	61734	3870
1882	61768	3837
1883	61802	3805
1884	61838	3772
1885	61875	3740
1886	61912	3707
1887	61946	3674
1888	61980	3642
1889	62017	3609
1890	62052	3576
1891	62087	3544
1892	62121	3511
1893	62153	3478
1894	62190	3445
1895	62237	3413
1896	62273	3381
1897	62307	3348
1898	62341	3315
1899	62374	3282
1900	62413	3250
1901	62446	3217
1902	62483	3184
1903	62518	3152
1904	62552	3119
1905	62589	3086
1906	62623	3053
1907	62656	3021
1908	62691	2988
1909	62725	2955
1910	62761	2922
1911	62793	2890
1912	62828	2857
1913	62861	2824
1914	62897	2791
1915	62933	2759
1916	62966	2726
1917	63002	2693
1918	63041	2660
1919	63075	2628
1920	63111	2595
1921	63160	2563
1922	63195	2530
1923	63230	2497
1924	63267	2464
1925	63301	2432
1926	63344	2399
1927	63377	2366
1928	63411	2333
1929	63451	2301
1930	63486	2268
1931	63522	2235
1932	63563	2203
1933	63600	2170
1934	63638	2137
1935	63675	2104
1936	63712	2072
1937	63748	2039
1938	63785	2006
1939	63820	1973
1940	63855	1941
1941	63893	1908
1942	63927	1875
1943	63967	1842
1944	64003	1809
1945	64037	1776
1946	64070	1744
1947	64109	1711
1948	64143	1678
1949	64177	1645
1950	64210	1612
1951	64247	1579
1952	64284	1547
1953	64320	1514
1954	64353	1481
1955	64389	1448
1956	64422	1415
1957	64456	1382
1958	64492	1349
1959	64527	1316
1960	64560	1283
1961	64594	1251
1962	64639	1218
1963	64678	1185
1964	64714	1152
1965	64746	1119
1966	64780	1086
1967	64820	1053
1968	64855	1021
1969	64887	988
1970	64921	955
1971	64956	922
1972	64994	889
1973	65028	856
1974	65061	823
1975	65095	790
1976	65137	757
1977	65174	724
1978	65207	691
1979	65242	659
1980	65276	626
1981	65311	593
1982	65347	560
1983	65379	527
1984	65413	494
1985	65447	461
1986	65482	428
1987	65517	395
1988	65550	362
1989	65585	329
1990	65618	296
1991	65655	263
1992	65690	230
1993	65738	197
1994	65784	164
1995	65821	131
1996	65859	98
1997	65895	65
1998	65931	32
1999	65968	0
